f,v,x,y,r,theta
30.0,0.2689655172413793,-4.68282e-07,2.21772e-08,4.68806e-07,177.288
30.0,0.2793103448275862,-4.86212e-07,2.32832e-08,4.86736e-07,177.252
30.0,0.2896551724137931,-5.07167e-07,2.42727e-08,5.07633e-07,177.258
30.0,0.3,-5.24629e-07,2.51458e-08,5.25153e-07,177.252
50.0,0.0,-5.2137e-07,4.55186e-08,5.23291e-07,175.008
50.0,0.010344827586206896,-1.72878e-08,-5.8208e-10,1.72296e-08,-178.23
50.0,0.020689655172413793,-3.4692e-08,9.89537e-10,3.46338e-08,178.296
50.0,0.03103448275862069,-5.16886e-08,2.73577e-09,5.16886e-08,176.934
50.0,0.041379310344827586,-6.88601e-08,4.3074e-09,6.89183e-08,176.4
50.0,0.05172413793103448,-8.96985e-08,6.28646e-09,8.98731e-08,175.98
50.0,0.06206896551724138,-1.06346e-07,8.26554e-09,1.06637e-07,175.536
50.0,0.07241379310344828,-1.24274e-07,9.4297e-09,1.24624e-07,175.656
50.0,0.08275862068965517,-1.40689e-07,1.19326e-08,1.41154e-07,175.152
50.0,0.09310344827586206,-1.5786e-07,1.37371e-08,1.58442e-07,175.014
50.0,0.10344827586206896,-1.7509e-07,1.65311e-08,1.75788e-07,174.594
50.0,0.11379310344827587,-1.95928e-07,1.84519e-08,1.96743e-07,174.606
50.0,0.12413793103448276,-2.13216e-07,2.01982e-08,2.14147e-07,174.588
50.0,0.13448275862068965,-2.30096e-07,2.17116e-08,2.31085e-07,174.594
50.0,0.14482758620689656,-2.47966e-07,2.35742e-08,2.49072e-07,174.564
50.0,0.15517241379310345,-2.65545e-07,2.54951e-08,2.66709e-07,174.51
50.0,0.16551724137931034,-2.86384e-07,2.75323e-08,2.87664e-07,174.504
50.0,0.17586206896551723,-3.03846e-07,2.9686e-08,3.05243e-07,174.402
50.0,0.18620689655172412,-3.22298e-07,3.14324e-08,3.23811e-07,174.426
50.0,0.19655172413793104,-3.39644e-07,3.32368e-08,3.41215e-07,174.408
50.0,0.20689655172413793,-3.57339e-07,3.45756e-08,3.58968e-07,174.462
50.0,0.21724137931034482,-3.74801e-07,3.63218e-08,3.76547e-07,174.456
50.0,0.22758620689655173,-3.94824e-07,3.75442e-08,3.96571e-07,174.558
50.0,0.23793103448275862,-4.12927e-07,3.89994e-08,4.14673e-07,174.6
50.0,0.2482758620689655,-4.294e-07,4.09202e-08,4.31262e-07,174.552
50.0,0.25862068965517243,-4.48958e-07,4.15605e-08,4.5082e-07,174.708
50.0,0.2689655172413793,-4.66362e-07,4.26082e-08,4.68224e-07,174.774
50.0,0.2793103448275862,-4.83651e-07,4.41798e-08,4.8563e-07,174.78
50.0,0.2896551724137931,-5.04431e-07,4.57514e-08,5.0641e-07,174.81
50.0,0.3,-5.20962e-07,4.61007e-08,5.22941e-07,174.936
